Id,CountryCode,CountryName,RegionName,RegionCode,UpperRegionName,UpperRegionCode,PlaceName,LocalityName,PostcodeName,NeighborhoodName,StreetName,Latitude,Longitude
25601,NL,Nederland,Friesland,FR,NULL,NULL,Bolsward,NULL,"8701 HL","Bolsward binnen De Wallen",Kemperhaven,53.062542,5.526302
62926,NL,Nederland,Overijssel,OV,NULL,NULL,Deventer,"Wijk 8 Colmschate","7423 EH","Groot Douwel",Merel,52.255054,6.209817
142500,NL,Nederland,Utrecht,UT,NULL,NULL,Vleuten,"Vleuten-De Meern","3452 AM",Vleuterweide-West,Waterbieslaan,52.096840,4.999329
44696,NL,Nederland,Noord-Brabant,NB,NULL,NULL,Hilvarenbeek,NULL,"5081 CP",NULL,Varkensmarkt,51.485580,5.138456
84814,NL,Nederland,Zuid-Holland,ZH,NULL,NULL,Dirksland,NULL,"3247 DK","Dirksland zuid",Magnolia,51.743946,4.106537
112341,NL,Nederland,Groningen,GR,NULL,NULL,Winschoten,NULL,"9673 CC",Winschoten-Zuid,Zaanstraat,53.135960,7.028189
90620,NL,Nederland,Zuid-Holland,ZH,NULL,NULL,"Den Hoorn",NULL,"2635 CN","Den Hoorn",Sterappel,51.998425,4.322044
23768,NL,Nederland,Friesland,FR,NULL,NULL,Holwerd,NULL,"9151 KD",NULL,Beyertstrjitte,53.369308,5.905722
119315,NL,Nederland,Zeeland,ZE,NULL,NULL,Terneuzen,"Terneuzen Centrum","4531 DB",Java,Spuistraat,51.337982,3.828301
31567,NL,Nederland,Noord-Brabant,NB,NULL,NULL,Deurne,NULL,"5754 SC",Heiakker,Sleutelbloem,51.468758,5.809514
99976,NL,Nederland,Gelderland,GE,NULL,NULL,Arnhem,Malburgen-Oost,"6833 GE",Kamillehof,Kamillehof,51.965919,5.918899
80243,NL,Nederland,Zuid-Holland,ZH,NULL,NULL,Rotterdam,Kralingen,"3034 NC","Nieuw Crooswijk",Crooswijksebocht,51.937195,4.487955
93671,NL,Nederland,Gelderland,GE,NULL,NULL,Doetinchem,NULL,"7007 BK","De Hoop-Zuid",Torontostraat,51.956295,6.281490
69300,NL,Nederland,Zuid-Holland,ZH,NULL,NULL,Rotterdam,"Prins Alexander","3066 NH",Prinsenland,Dosiostraat,51.935394,4.554590
24892,NL,Nederland,Friesland,FR,NULL,NULL,Elahuizen,NULL,"8581 KK",NULL,"Joop Schweitzerstrjitte",52.922543,5.536983
42428,NL,Nederland,Noord-Brabant,NB,NULL,NULL,Veldhoven,Noordelijk,"5508 MG","De Kelen","De Kelder",51.433067,5.379977
30882,NL,Nederland,Flevoland,FL,NULL,NULL,Almere,"Almere Hout","1341 DS",Nobelhorst,"John Bardeenstraat",52.360466,5.287101
12602,NL,Nederland,Noord-Holland,NH,NULL,NULL,Schiphol,NULL,"1117 ES",NULL,Voltweg,52.305492,4.801017
64988,NL,Nederland,Overijssel,OV,NULL,NULL,Geesteren,NULL,"7678 AV",NULL,"De Veldstegge",52.420490,6.735487
51299,NL,Nederland,Noord-Brabant,NB,NULL,NULL,'s-Hertogenbosch,Maaspoort,"5235 VJ","De Staatsliedenbuurt",Huigepolder,51.731461,5.302584
133421,NL,Nederland,Limburg,LI,NULL,NULL,Tegelen,Tegelen-Centrum,"5931 MD",Bosserhof,"Heren Van Tegelen",51.347221,6.143795
6383,NL,Nederland,Noord-Holland,NH,NULL,NULL,Huizen,Bovenmaten,"1274 SC","Bovenmaat West",Oostermeent-Noord,52.294842,5.264059
41459,NL,Nederland,Noord-Brabant,NB,NULL,NULL,Eindhoven,Oud-Strijp,"5616 VE",Schoot,Rietputten,51.442158,5.451318
50324,NL,Nederland,Noord-Brabant,NB,NULL,NULL,Moerdijk,NULL,"4781 AV",NULL,Klaverstraat,51.702427,4.629279
61718,NL,Nederland,Overijssel,OV,NULL,NULL,Haaksbergen,NULL,"7481 HD","Haaksbergen Kern-3","Doctor Schaepmanstraat",52.152199,6.740366
7574,NL,Nederland,Noord-Holland,NH,NULL,NULL,Diemen,NULL,"1113 GS",Scheepskwartier,Galjoen,52.348934,4.980561
59829,NL,Nederland,Overijssel,OV,NULL,NULL,Hengelo,Slangenbeek,"7559 CE",Roershoek,Levantstraat,52.290615,6.815550
115424,NL,Nederland,Groningen,GR,NULL,NULL,Ulrum,NULL,"9971 AR",NULL,Akkerstraat,53.360645,6.332873
39355,NL,Nederland,Noord-Brabant,NB,NULL,NULL,"Beek en Donk",NULL,"5741 DN",Donk,"De Els",51.540962,5.621065
39940,NL,Nederland,Noord-Brabant,NB,NULL,NULL,Geldrop,NULL,"5667 JE",Braakhuizen-Noord,Sporkehout,51.434940,5.572316
120461,NL,Nederland,Zeeland,ZE,NULL,NULL,Domburg,NULL,"4357 ST",NULL,Strandpaal,51.555679,3.486774
84701,NL,Nederland,Zuid-Holland,ZH,NULL,NULL,Middelharnis,NULL,"3241 GW","Middelharnis centrum",Wilhelminastraat,51.758617,4.158161
141118,NL,Nederland,Utrecht,UT,NULL,NULL,Houten,"Houten Zuid","3991 MP",Waters,Hemelwater,52.015656,5.165218
114186,NL,Nederland,Groningen,GR,NULL,NULL,Groningen,Zuidwest,"9728 HD","Corpus den Hoorn","Henri Dunantlaan",53.195415,6.559329
48170,NL,Nederland,Noord-Brabant,NB,NULL,NULL,Hoeven,NULL,"4741 AD",NULL,Hertenlaan,51.581043,4.588661
52805,NL,Nederland,Noord-Brabant,NB,NULL,NULL,'s-Hertogenbosch,West,"5223 AM",Boschveld,Parallelweg,51.695652,5.293647
4745,NL,Nederland,Noord-Holland,NH,NULL,NULL,Beverwijk,Vondelkwartier,"1942 ES","Ronde Boogaard","Kees Delfsweg",52.484386,4.653457
129158,NL,Nederland,Limburg,LI,NULL,NULL,Hulsberg,NULL,"6336 VC",NULL,Rembrandtstraat,50.887096,5.855987
80369,NL,Nederland,Zuid-Holland,ZH,NULL,NULL,Rotterdam,Hillegersberg,"3055 AA",Molenlaankwartier,Chabotlaan,51.957893,4.498620
127905,NL,Nederland,Limburg,LI,NULL,NULL,Echt,NULL,"6101 VV",Gebroek,Gebroekerdijk,51.093868,5.871493
64739,NL,Nederland,Overijssel,OV,NULL,NULL,Haaksbergen,NULL,"7482 WD","Veldmaat 2","De Berk",52.168365,6.749438
41007,NL,Nederland,Noord-Brabant,NB,NULL,NULL,Eindhoven,Aanschot,"5629 PM",Blixembosch-Oost,"Emile Zolaplein",51.490108,5.469482
9687,NL,Nederland,Noord-Holland,NH,NULL,NULL,Badhoevedorp,NULL,"1171 TK","Badhoevedorp Zuid",Papegaaistraat,52.333946,4.780658
108556,NL,Nederland,Gelderland,GE,NULL,NULL,Tiel,NULL,"4001 NW",Binnenstad,Andreashof,51.885822,5.430148
101201,NL,Nederland,Gelderland,GE,NULL,NULL,Heteren,NULL,"6666 HS",Melkweide,Zesmorgen,51.955791,5.746856
83483,NL,Nederland,Zuid-Holland,ZH,NULL,NULL,Maassluis,Sluispolder,"3141 AT","Sluispolder West","Petrus Kockstraat",51.922394,4.258299
28907,NL,Nederland,Flevoland,FL,NULL,NULL,Lelystad,NULL,"8222 RB",Beginweg,Bronsweg,52.541256,5.505821
4244,NL,Nederland,Noord-Holland,NH,NULL,NULL,Bergen,"Bergen Binnen","1862 AX",Negen-Nessen,Stresemann-Nes,52.678074,4.701505
30471,NL,Nederland,Flevoland,FL,NULL,NULL,Lelystad,Kustwijk,"8242 EC",Punter,"Punter 31",52.514797,5.449382
143088,NL,Nederland,Utrecht,UT,NULL,NULL,Utrecht,Overvecht,"3563 CL",Vechtzoom-zuid,Braziliëdreef,52.118332,5.103306
101861,NL,Nederland,Gelderland,GE,NULL,NULL,Nijmegen,NULL,"6533 KM",Grootstal,Copernicusstraat,51.809116,5.843661
1696,NL,Nederland,Noord-Holland,NH,NULL,NULL,Wormer,NULL,"1531 WN",Plaszoom,Gruttostraat,52.500473,4.812689
19348,NL,Nederland,Drenthe,DR,NULL,NULL,Hijken,NULL,"9415 PP",NULL,"De Woert",52.894844,6.495355
129525,NL,Nederland,Limburg,LI,NULL,NULL,Oirsbeek,"Amstenrade - Oirsbeek","6438 HG",NULL,"Verlengde Lindelaan",50.949051,5.908774
105142,NL,Nederland,Gelderland,GE,NULL,NULL,Harderwijk,Stadsweiden,"3844 XG",Vogelwaard,Kievitmeen,52.334167,5.600853
43486,NL,Nederland,Noord-Brabant,NB,NULL,NULL,Bergeijk,"Bergeijk 't Hof","5571 MJ",Schutsboom,Tamboer,51.323509,5.372120
77322,NL,Nederland,Zuid-Holland,ZH,NULL,NULL,Noordwijkerhout,NULL,"2212 TK",NULL,"Sint Pieterstraat",52.266865,4.489323
16729,NL,Nederland,Drenthe,DR,NULL,NULL,Drouwen,NULL,"9533 PZ",NULL,Bosweg,52.955635,6.795242
98069,NL,Nederland,Gelderland,GE,NULL,NULL,Duiven,NULL,"6921 KA","Oud Zuid",Gorsstraat,51.944534,6.014432
56996,NL,Nederland,Overijssel,OV,NULL,NULL,Zwolle,Aa-landen,"8032 TJ",Aa-landen-Noord,Drostendiep,52.538830,6.097439
144001,NL,Nederland,Utrecht,UT,NULL,NULL,Woerden,NULL,"3446 JT",Waterrijk,"Meer Van Annecy",52.085445,4.918449
44122,NL,Nederland,Noord-Brabant,NB,NULL,NULL,Boxtel,NULL,"5281 CX",Boxtel-Centrum,Kasteellaan,51.585316,5.321392
132985,NL,Nederland,Limburg,LI,NULL,NULL,Eijsden,NULL,"6245 TA","Verspreide huizen",Boterbloem,50.782089,5.721370
135388,NL,Nederland,Utrecht,UT,NULL,NULL,Amersfoort,Rustenburg,"3815 NN",Rustenburg-Noord,Geallieerdenstraat,52.170563,5.413661
66606,NL,Nederland,Zuid-Holland,ZH,NULL,NULL,Bergambacht,NULL,"2861 VR",Uitbreiding,Abeel,51.934792,4.791012
21900,NL,Nederland,Friesland,FR,NULL,NULL,Oudega,NULL,"9216 VA",NULL,Goartersreed,53.125725,5.999431
95825,NL,Nederland,Gelderland,GE,NULL,NULL,Apeldoorn,Zuid,"7331 VA",Brummelhof,Vinkenlaan,52.205997,5.970416
83933,NL,Nederland,Zuid-Holland,ZH,NULL,NULL,"Hoek van Holland",NULL,"3151 HR","Strand en Duin",Stationsweg,51.978546,4.123885
103553,NL,Nederland,Gelderland,GE,NULL,NULL,Heerewaarden,NULL,"6624 AG",NULL,Schokkerstraat,51.817356,5.392863
109259,NL,Nederland,Gelderland,GE,NULL,NULL,Elst,Westeraam,"6661 JN",Lingebuurt,Germaan,51.927197,5.862447
116180,NL,Nederland,Groningen,GR,NULL,NULL,Meerstad,Meerstad,"9613 CB",Tersluis,Wierdijk,53.234562,6.656900
18763,NL,Nederland,Drenthe,DR,NULL,NULL,Ruinen,NULL,"7963 BX",NULL,"Groene Weg",52.759121,6.358783
133721,NL,Nederland,Limburg,LI,NULL,NULL,Sittard,NULL,"6134 RE",Ophoven,Amberhof,50.993336,5.854648
125812,NL,Nederland,Limburg,LI,NULL,NULL,Schinveld,Onderbanken,"6451 JL",NULL,"Op De Keuken",50.968250,5.974305
78098,NL,Nederland,Zuid-Holland,ZH,NULL,NULL,"Den Haag","Geuzen- en Statenkwartier","2582 HB",Statenkwartier,Frankenslag,52.096245,4.276122
78746,NL,Nederland,Zuid-Holland,ZH,NULL,NULL,Klaaswaal,NULL,"3286 VD",NULL,Korenbloemstraat,51.774406,4.447115
144406,NL,Nederland,Utrecht,UT,NULL,NULL,Vleuten,"Vleuten-De Meern","3451 MA",NULL,Haarzichtsingel,52.113968,5.010093
126692,NL,Nederland,Limburg,LI,NULL,NULL,Heerlen,Heerlerbaan-Centrum,"6418 XD",Heerlerbaan-Oost,"Peter Schunckstraat",50.864285,6.009064
114051,NL,Nederland,Groningen,GR,NULL,NULL,Groningen,Centrum,"9711 TG",Oost,Achterom,53.218647,6.575376
16090,NL,Nederland,Drenthe,DR,NULL,NULL,Assen,NULL,"9404 BD","Vredeveld Noord",Oosterpark,52.993305,6.575699
121496,NL,Nederland,Zeeland,ZE,NULL,NULL,Terneuzen,NULL,"4533 JD",Othene,Orteliusschans,51.323959,3.867314
137492,NL,Nederland,Utrecht,UT,NULL,NULL,Soest,"'t Hart-Soestdijk","3762 SN","'t Hart",Thorbeckestraat,52.182953,5.275706
129773,NL,Nederland,Limburg,LI,NULL,NULL,Sittard,NULL,"6133 VP",Ophoven,Poolsterstraat,50.983349,5.857398
40697,NL,Nederland,Noord-Brabant,NB,NULL,NULL,Eindhoven,Aanschot,"5628 TT",Tempel,Scherpenheuvellaan,51.480518,5.481753
138276,NL,Nederland,Utrecht,UT,NULL,NULL,Utrecht,Overvecht,"3562 AV","Neckardreef en omgeving","Jaap Edendreef",52.118153,5.124148
103043,NL,Nederland,Gelderland,GE,NULL,NULL,Boven-Leeuwen,NULL,"6657 DH",NULL,Zonnewoud,51.886326,5.553995
132670,NL,Nederland,Limburg,LI,NULL,NULL,Weert,Boshoven,"6002 VK",Boshoven-Vrakker,Exaten,51.260803,5.688110
28844,NL,Nederland,Flevoland,FL,NULL,NULL,Lelystad,Kustwijk,"8242 JC",Saerdam,Saerdam,52.513676,5.438089
52997,NL,Nederland,Noord-Brabant,NB,NULL,NULL,Eersel,NULL,"5521 WN",Kerkebogten,Waterkuil,51.356007,5.328612
7045,NL,Nederland,Noord-Holland,NH,NULL,NULL,Naarden,NULL,"1411 PC","Naarden Vesting",Westwalstraat,52.294353,5.159264
67410,NL,Nederland,Zuid-Holland,ZH,NULL,NULL,Nieuw-Lekkerland,NULL,"2957 XR",Nieuw-Lekkerland-Dorp,Weidemolen,51.885822,4.687306
115775,NL,Nederland,Groningen,GR,NULL,NULL,Baflo,NULL,"9953 TL",Baflo,Buizerd,53.360706,6.524667
102745,NL,Nederland,Gelderland,GE,NULL,NULL,Ede,Maandereng,"6717 SN",Elskamp,"Van Ostadestraat",52.017578,5.652845
85345,NL,Nederland,Zuid-Holland,ZH,NULL,NULL,Leiden,NULL,"2315 AP","De Kooi","Pieter Bothstraat",52.168495,4.505608
82431,NL,Nederland,Zuid-Holland,ZH,NULL,NULL,Vlaardingen,"Vlaardinger Ambacht","3135 RB","Babberspolder Oost","Adriaan Pauwstraat",51.913788,4.361681
75889,NL,Nederland,Zuid-Holland,ZH,NULL,NULL,Wassenaar,"Noordoostelijk deel der gemeente","2241 JM","Groot Deijleroord en Ter Weer","Van Naeltwijckstraat",52.143707,4.408435
107915,NL,Nederland,Gelderland,GE,NULL,NULL,Harderwijk,Stadsdennen,"3842 GK",Stadsdennen-Zuidwest,"Melis Stokelaan",52.341099,5.637892
7428,NL,Nederland,Noord-Holland,NH,NULL,NULL,Weesp,"De Hogeweyk","1382 BT","Hogewey Zuid",Keulsevaartstraat,52.309101,5.028758
10400,NL,Nederland,Noord-Holland,NH,NULL,NULL,Nieuw-Vennep,NULL,"2151 BL","Nieuw-Vennep West",Ploegstraat,52.267620,4.623082
142992,NL,Nederland,Utrecht,UT,NULL,NULL,Hooglanderveen,NULL,"3829 ES",Lient,Zeisum,52.182835,5.427789
31677,NL,Nederland,Noord-Brabant,NB,NULL,NULL,Bakel,NULL,"5761 CG",NULL,Kerksedriessen,51.505417,5.739074
61437,NL,Nederland,Overijssel,OV,NULL,NULL,Wierden,"Rectum - Notter - Zuna","7642 ND",Rectum,Ypeloschoolweg,52.327408,6.582800
2886,NL,Nederland,Noord-Holland,NH,NULL,NULL,Uitgeest,NULL,"1911 AB",Oude,"De Terp",52.520119,4.709625
2771,NL,Nederland,Noord-Holland,NH,NULL,NULL,Krommenie,NULL,"1561 EB",Noorderhoofdbuurt,Badhuislaan,52.499672,4.766452
39065,NL,Nederland,Noord-Brabant,NB,NULL,NULL,Gemert,NULL,"5422 CA",Gemert-Oost,Donk,51.555836,5.705526
75994,NL,Nederland,Zuid-Holland,ZH,NULL,NULL,Wassenaar,"Noordoostelijk deel der gemeente","2242 VT",Oostdorp,Rozensteinstraat,52.150051,4.394858
106383,NL,Nederland,Gelderland,GE,NULL,NULL,Beusichem,NULL,"4112 LG",NULL,"Burgemeester Van Everdingenstraat",51.948299,5.288746
94868,NL,Nederland,Gelderland,GE,NULL,NULL,Zutphen,"Centrum - De Hoven","7201 NH","Nieuwstad en Coehoornsingel",Nieuwstadskerksteeg,52.144714,6.197968
44225,NL,Nederland,Noord-Brabant,NB,NULL,NULL,Moergestel,"Centrum Moergestel","5066 AS","Centrum Moergestel",Kerkstraat,51.544464,5.182656
121735,NL,Nederland,Zeeland,ZE,NULL,NULL,Schoondijke,NULL,"4507 AR",NULL,Willemsweg,51.344837,3.564249
98788,NL,Nederland,Gelderland,GE,NULL,NULL,Angeren,NULL,"6687 AG",NULL,Kerkstraat,51.916916,5.959691
1816,NL,Nederland,Noord-Holland,NH,NULL,NULL,Zaandam,NULL,"1509 EJ",Kalf,Buurserbeek,52.469604,4.835248
15378,NL,Nederland,Noord-Holland,NH,NULL,NULL,Nieuw-Vennep,NULL,"2152 SR","Nieuw-Vennep Getsewoud Noord",Foxtrot,52.277328,4.630252
27768,NL,Nederland,Flevoland,FL,NULL,NULL,Emmeloord,NULL,"8302 LT","Emmeloord-de Erven",Terschelling,52.722218,5.736274
29698,NL,Nederland,Flevoland,FL,NULL,NULL,Almere,NULL,"1316 VG",Noorderplassen,Lijzijde,52.391155,5.206293
7504,NL,Nederland,Noord-Holland,NH,NULL,NULL,Muiden,Muiden,"1398 BB","Vesting Muiden",Westzeedijk,52.333332,5.068807
113387,NL,Nederland,Groningen,GR,NULL,NULL,Hoogezand,NULL,"9602 PR",Gorecht-Noord,"Donker Curtiusstraat",53.156078,6.749160
67934,NL,Nederland,Zuid-Holland,ZH,NULL,NULL,Hendrik-Ido-Ambacht,Centrum,"3342 XM",Dorp,Warmoeziershof,51.846584,4.632740
26487,NL,Nederland,Friesland,FR,NULL,NULL,Dokkum,NULL,"9101 SP","De Trije Terpen",Lytselaard,53.316513,5.980505
31751,NL,Nederland,Noord-Brabant,NB,NULL,NULL,Deurne,NULL,"5753 BD","Sint Jozefparochie","Dirk Boutsstraat",51.453259,5.784725
114943,NL,Nederland,Groningen,GR,NULL,NULL,Kornhorn,NULL,"9864 PP",NULL,Klaverweide,53.182709,6.241651
34324,NL,Nederland,Noord-Brabant,NB,NULL,NULL,Oss,Centrum,"5341 BR",Centrum-Noord,Koornstraat,51.771893,5.524835
96894,NL,Nederland,Gelderland,GE,NULL,NULL,Nunspeet,NULL,"8071 GV",Nunspeet-West,Marktstraat,52.377407,5.783222
28378,NL,Nederland,Flevoland,FL,NULL,NULL,Urk,NULL,"8321 CX","De Top",Noorderpalen,52.668156,5.609933
143588,NL,Nederland,Utrecht,UT,NULL,NULL,Woudenberg,NULL,"3931 SP","Nico Bergsteijn",Vermeulenhof,52.084278,5.423604
71089,NL,Nederland,Zuid-Holland,ZH,NULL,NULL,Dordrecht,Sterrenburg,"3318 BD","Sterrenburg 1-Oost",Castorstraat,51.787807,4.680232
115427,NL,Nederland,Groningen,GR,NULL,NULL,Ulrum,NULL,"9971 CJ",NULL,Singel,53.357147,6.337917
142757,NL,Nederland,Utrecht,UT,NULL,NULL,Utrecht,"Leidsche Rijn","3543 JS",Terwijde-West,"Edmund Eyslerstraat",52.105072,5.034682
135311,NL,Nederland,Utrecht,UT,NULL,NULL,Leusden,"'t Ruige Veld","3831 RB","'t Ruige Veld","'t Koendert",52.141891,5.426207
99097,NL,Nederland,Gelderland,GE,NULL,NULL,Beek,NULL,"6573 AM",Beek-Oost,Sperwerstraat,51.828865,5.934102
97655,NL,Nederland,Gelderland,GE,NULL,NULL,Giesbeek,NULL,"6987 DD",NULL,Bronkhorstermaat,51.991489,6.064428
21215,NL,Nederland,Friesland,FR,NULL,NULL,Gorredijk,NULL,"8401 TV","Gorredijk-Groene Long","De Helling",53.000683,6.074245
34133,NL,Nederland,Noord-Brabant,NB,NULL,NULL,Heesch,NULL,"5384 MJ","Monseigneur van Den Hurklaan",Heufke,51.735882,5.523148
7457,NL,Nederland,Utrecht,UT,NULL,NULL,Nigtevecht,NULL,"1393 NR",NULL,Hoekerstraat,52.274151,5.029204
4902,NL,Nederland,Noord-Holland,NH,NULL,NULL,Santpoort-Noord,Santpoort,"2071 ES",Santpoort-Dorp,Beekvlietstraat,52.433376,4.646620
113306,NL,Nederland,Groningen,GR,NULL,NULL,Wildervank,NULL,"9648 DE","Verspreide huizen",Parelduiker,53.084152,6.856568
67620,NL,Nederland,Zuid-Holland,ZH,NULL,NULL,Alblasserdam,Centrum,"2951 CA",Cortgene,Goudenregenstraat,51.865810,4.655068
106928,NL,Nederland,Utrecht,UT,NULL,NULL,Kedichem,NULL,"4247 ES",NULL,"Michiel Van Loonstraat",51.861076,5.051721
85030,NL,Nederland,Zuid-Holland,ZH,NULL,NULL,Rockanje,NULL,"3235 VJ",Zuidhoek,Olmenhorst,51.872368,4.069731
64386,NL,Nederland,Overijssel,OV,NULL,NULL,Enschede,NULL,"7532 CC",Bentveld-Bultserve,"Willem Bontekoestraat",52.218040,6.963928
120571,NL,Nederland,Zeeland,ZE,NULL,NULL,Vlissingen,Middengebied,"4382 XJ","Bloemenlaan  Oost",Boterbloemlaan,51.451591,3.578070
46748,NL,Nederland,Noord-Brabant,NB,NULL,NULL,Breda,"Breda zuid","4834 SN",Overakker,Wolfslaardreef,51.561092,4.801370
52377,NL,Nederland,Noord-Brabant,NB,NULL,NULL,Prinsenbeek,NULL,"4841 TW",NULL,Weefraam,51.592323,4.721796
107299,NL,Nederland,Gelderland,GE,NULL,NULL,Culemborg,NULL,"4101 KK","Noordoostelijke Buitenwijken",Barbaralaantje,51.959286,5.227262
124156,NL,Nederland,Limburg,LI,NULL,NULL,Sevenum,NULL,"5975 XT",NULL,"Van Reiffenburgstraat",51.412735,6.042377
86426,NL,Nederland,Zuid-Holland,ZH,NULL,NULL,Zoetermeer,Oosterheem,"2721 LM",Oosterheem-Zuid-West,Cyprus,52.053631,4.533866
144588,NL,Nederland,Utrecht,UT,NULL,NULL,"Bosch en Duin",NULL,"3735 LJ",NULL,Amersfoortseweg,52.110874,5.244565
7083,NL,Nederland,Noord-Holland,NH,NULL,NULL,Naarden,NULL,"1412 ES",Ministerpark,Kolfbaan,52.279694,5.146017
117630,NL,Nederland,Zeeland,ZE,NULL,NULL,Vogelwaarde,NULL,"4581 AX",Boschkapelle,Schakeldreef,51.325619,3.979403
143140,NL,Nederland,Utrecht,UT,NULL,NULL,Utrecht,Zuidwest,"3521 VE",Dichterswijk,"Jacob Catsstraat",52.082066,5.112780
98948,NL,Nederland,Gelderland,GE,NULL,NULL,Angeren,NULL,"6687 EC",NULL,"Nije Wei",51.911938,5.951351
86374,NL,Nederland,Zuid-Holland,ZH,NULL,NULL,Hoornaar,NULL,"4223 MA",Hoornaar-Dorp,"Kromme Giessen",51.877880,4.949384
73874,NL,Nederland,Zuid-Holland,ZH,NULL,NULL,Zoetermeer,Seghwaert,"2723 VV",Seghwaert-Noord-Oost,Lupineakker,52.064472,4.518967
79476,NL,Nederland,Zuid-Holland,ZH,NULL,NULL,Rotterdam,Charlois,"3082 BH","Oud Charlois","Karel De Stoutestraat",51.892288,4.469947
144395,NL,Nederland,Utrecht,UT,NULL,NULL,"De Meern","Vleuten-De Meern","3454 NM","De Meern-Noord",Savelseboslaan,52.088276,5.038206
20681,NL,Nederland,Drenthe,DR,NULL,NULL,Hoogeveen,NULL,"7906 GA",NULL,Boekenberghstraat,52.715691,6.482806
144442,NL,Nederland,Utrecht,UT,NULL,NULL,Leusden,Leusden-Centrum,"3831 JX","Leusden-Centrum Oost",Kanaalweg,52.129807,5.447145
86681,NL,Nederland,Zuid-Holland,ZH,NULL,NULL,"Den Haag","Wateringse Veld","2548 ZD","Zonne Veld","Eduard Verkadelaan",52.017094,4.295362
2895,NL,Nederland,Noord-Holland,NH,NULL,NULL,Assendelft,NULL,"1566 TG",NULL,Rietwijkstraat,52.464661,4.741737
41537,NL,Nederland,Noord-Brabant,NB,NULL,NULL,Eindhoven,"Gestelse Ontginning","5655 HN",Hanevoet,Jongemastate,51.413624,5.440734
124028,NL,Nederland,Limburg,LI,NULL,NULL,Swolgen,NULL,"5866 BV",NULL,Pastoorswal,51.491066,6.116120
71568,NL,Nederland,Zuid-Holland,ZH,NULL,NULL,Noorden,NULL,"2431 XG","Uitbreiding dorpskern Noorden",Chrysantenstraat,52.167194,4.827504
83749,NL,Nederland,Zuid-Holland,ZH,NULL,NULL,'s-Gravenzande,NULL,"2693 AP","Nieuwe Vaart",Rietzanger,52.001865,4.177349
33737,NL,Nederland,Noord-Brabant,NB,NULL,NULL,Veghel,NULL,"5463 AH","Leest Noord",Taaghof,51.610966,5.542340
113124,NL,Nederland,Groningen,GR,NULL,NULL,Noordbroek,NULL,"9635 AR",NULL,Havenstraat,53.192467,6.870051
113827,NL,Nederland,Groningen,GR,NULL,NULL,Groningen,Oud,"9714 JP",Professorenbuurt,"Star Numanstraat",53.231380,6.577454
5418,NL,Nederland,Noord-Holland,NH,NULL,NULL,"Egmond aan den Hoef",NULL,"1934 ES",NULL,"Prins Bernhardlaan",52.624790,4.655489
20468,NL,Nederland,Drenthe,DR,NULL,NULL,Hoogeveen,NULL,"7906 BW",NULL,Houthaven,52.717991,6.479344
134557,NL,Nederland,Utrecht,UT,NULL,NULL,Leersum,NULL,"3956 XR",NULL,Prinses-Irenelaan,52.014954,5.425368
5640,NL,Nederland,Noord-Holland,NH,NULL,NULL,Wieringerwaard,NULL,"1766 KL",NULL,Kievitlaan,52.840233,4.866488
87376,NL,Nederland,Zuid-Holland,ZH,NULL,NULL,Honselersdijk,NULL,"2675 VD",Burgemeesterswijk,Hartwigsenstraat,52.010033,4.235815
42142,NL,Nederland,Noord-Brabant,NB,NULL,NULL,Liempde,NULL,"5298 TT",NULL,Hogenbergseweg,51.570107,5.361495
55199,NL,Nederland,Noord-Brabant,NB,NULL,NULL,Aarle-Rixtel,NULL,"5735 DW",NULL,Mimosaplantsoen,51.510532,5.647139
137005,NL,Nederland,Utrecht,UT,NULL,NULL,Odijk,NULL,"3984 PR",NULL,Werdorperwaard,52.055744,5.240323
15940,NL,Nederland,Drenthe,DR,NULL,NULL,Assen,Marsdijk,"9403 PM","De Hoven",Huningahof,53.015690,6.578144
92835,NL,Nederland,Gelderland,GE,NULL,NULL,Varsseveld,NULL,"7051 CE",NULL,"Burgemeester Karstenstraat",51.937828,6.457034
33911,NL,Nederland,Noord-Brabant,NB,NULL,NULL,Vinkel,NULL,"5382 JX",Vinkeloord,"Toegangsweg Soperse Bos",51.706944,5.429862
74837,NL,Nederland,Zuid-Holland,ZH,NULL,NULL,Leiden,Morsdistrict,"2332 ZN","Hoge Mors",Onafhankelijkheidsweg,52.158348,4.456161
8316,NL,Nederland,Noord-Holland,NH,NULL,NULL,Amstelveen,"Keizer Karelpark","1185 PE",Augustinuspark,"Dr. Allard Piersonstraat",52.291138,4.859594
50636,NL,Nederland,Noord-Brabant,NB,NULL,NULL,Willemstad,Helwijk,"4797 HK",Helwijk,"Koningin Emmastraat",51.676834,4.431560
54058,NL,Nederland,Noord-Brabant,NB,NULL,NULL,Heusden,"Heusden wonen","5725 DB","Heusden centrum",Korenveld,51.384632,5.769152
43093,NL,Nederland,Noord-Brabant,NB,NULL,NULL,Valkenswaard,NULL,"5552 MA","Het Gegraaf",Mahonia,51.366604,5.447798
40880,NL,Nederland,Noord-Brabant,NB,NULL,NULL,Eindhoven,Erp,"5622 BK",Kronehoef,"Thomas Vincidorstraat",51.456211,5.463088
70363,NL,Nederland,Zuid-Holland,ZH,NULL,NULL,Rotterdam,Feijenoord,"3071 GA",Feijenoord,Nassaubrug,51.914032,4.507173
